Unnamed: 0,INSTNM,CITY,STABBR,ZIP,CONTROL,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,REGION,DEP_INC_PCT_H2,MD_INC_WDRAW_2YR_TRANS_YR4_RT,IND_COMP_4YR_TRANS_YR4_RT,SD_EARN_WNE_P10,FEMALE_WDRAW_4YR_TRANS_YR6_RT,LO_INC_COMP_2YR_TRANS_YR3_RT,NOLOAN_COMP_ORIG_YR4_RT,OPENADMP,PELL_COMP_4YR_TRANS_YR3_RT,DEATH_YR2_RT,NOLOAN_UNKN_ORIG_YR2_RT,NOT1STGEN_WDRAW_ORIG_YR6_RT,HI_INC_YR8_N,CUML_DEBT_P90,C100_L4
2796,Winebrenner Theological Seminary,Findlay,OH,45840,2,,,,,,3,,,,,,,,,,,,,,,
2797,Wittenberg University,Springfield,OH,45504,2,0.7218,,38730.0,38730.0,1780.0,3,,,,,,,,2.0,,,,,,,
2798,The College of Wooster,Wooster,OH,44691,2,0.5644,1280.0,48600.0,48600.0,1970.0,3,,,,,,,,2.0,,,,,,,
2799,Wright State University-Main Campus,Dayton,OH,45435-0001,1,0.9677,1107.0,8730.0,17098.0,11251.0,3,,,,,,,,2.0,,,,,,,
2800,Wright State University-Lake Campus,Celina,OH,45822-2952,1,0.9946,1041.0,5842.0,14210.0,828.0,3,,,,,,,,2.0,,,,,,,
2801,Xavier University,Cincinnati,OH,45207-1092,2,0.7391,1195.0,37230.0,37230.0,4571.0,3,,,,,,,,2.0,,,,,,,
2802,Youngstown State University,Youngstown,OH,44555-0001,1,0.6363,1104.0,8451.0,8811.0,10039.0,3,,,,,,,,2.0,,,,,,,
2803,American Broadcasting School-Oklahoma City,Oklahoma City,OK,73115,3,,,,,20.0,6,,,,,,,,1.0,,,,,,,0.7778
2804,Bacone College,Muskogee,OK,74403-1597,2,0.7285,890.0,17700.0,17700.0,934.0,6,,,,,,,,2.0,,,,,,,
2805,Oklahoma Wesleyan University,Bartlesville,OK,74006-6299,2,0.6231,1048.0,26090.0,26090.0,1006.0,6,,,,,,,,2.0,,,,,,,
2806,Southern Nazarene University,Bethany,OK,73008,2,,,25178.0,25178.0,1520.0,6,,,,,,,,1.0,,,,,,,
2807,Broken Arrow Beauty College-Broken Arrow,Broken Arrow,OK,74012,3,,,,,44.0,6,,,,,,,,1.0,,,,,,,0.7179
2808,Pontotoc Technology Center,Ada,OK,74820,1,,,,,93.0,6,,,,,,,,1.0,,,,,,,0.9561
2809,Cameron University,Lawton,OK,73505-6377,1,,,6180.0,15510.0,3793.0,6,,,,,,,,1.0,,,,,,,
2810,Carl Albert State College,Poteau,OK,74953-5208,1,,,3412.0,6780.0,1550.0,6,,,,,,,,1.0,,,,,,,0.2933
2811,Central Oklahoma College,Oklahoma City,OK,73134,3,,,,,269.0,6,,,,,,,,1.0,,,,,,,0.1538
2812,University of Central Oklahoma,Edmond,OK,73034,1,0.7552,1085.0,7100.0,17447.0,14267.0,6,,,,,,,,2.0,,,,,,,
2813,Claremore Beauty College,Claremore,OK,74017,3,,,,,24.0,6,,,,,,,,1.0,,,,,,,0.1667
2814,Connors State College,Warner,OK,74469,1,,,3512.0,7274.0,1900.0,6,,,,,,,,1.0,,,,,,,0.1566
2815,East Central University,Ada,OK,74820-6999,1,0.4802,1045.0,6600.0,15720.0,2860.0,6,,,,,,,,2.0,,,,,,,
2816,Eastern Oklahoma State College,Wilburton,OK,74578-4999,1,,,4572.0,8189.0,1049.0,6,,,,,,,,1.0,,,,,,,0.1453
2817,Redlands Community College,El Reno,OK,73036-5304,1,,,4962.0,7371.0,1085.0,6,,,,,,,,1.0,,,,,,,0.2204
2818,Enid Beauty College,Enid,OK,73703-4538,3,,,,,37.0,6,,,,,,,,1.0,,,,,,,0.4583
2819,Eves College of Hairstyling,Lawton,OK,73501,3,,,,,103.0,6,,,,,,,,1.0,,,,,,,0.087
2820,Randall University,Moore,OK,73160,2,0.4057,1010.0,13640.0,13640.0,300.0,6,,,,,,,,2.0,,,,,,,
2821,Langston University,Langston,OK,73050,1,,,5936.0,13286.0,2012.0,6,,,,,,,,1.0,,,,,,,
2822,Murray State College,Tishomingo,OK,73460,1,,,5050.0,10790.0,1797.0,6,,,,,,,,1.0,,,,,,,0.144
2823,Spartan College of Aeronautics and Technology,Tulsa,OK,74115,3,,,17975.0,17975.0,1127.0,6,,,,,,,,1.0,,,,,,,
2824,Northeastern State University,Tahlequah,OK,74464-2399,1,0.9569,1083.0,6327.0,14022.0,6401.0,6,,,,,,,,2.0,,,,,,,
2825,Beauty Technical College Inc,Tahlequah,OK,74465,3,,,,,30.0,6,,,,,,,,1.0,,,,,,,0.1154
2826,Northern Oklahoma College,Tonkawa,OK,74653,1,,,3865.0,9985.0,2752.0,6,,,,,,,,1.0,,,,,,,0.1887
2827,Northeastern Oklahoma A&M College,Miami,OK,74354,1,,,4448.0,10238.0,1812.0,6,,,,,,,,1.0,,,,,,,0.1713
2828,Northwestern Oklahoma State University,Alva,OK,73717-2799,1,0.8304,1025.0,7066.0,14183.0,1735.0,6,,,,,,,,2.0,,,,,,,
2829,Oklahoma State University Center for Health Sciences,Tulsa,OK,74107-1898,1,,,,,,6,,,,,,,,,,,,,,,
2830,Oklahoma Christian University,Edmond,OK,73013,2,0.6281,1146.0,21670.0,21670.0,1883.0,6,,,,,,,,2.0,,,,,,,
2831,University of Oklahoma-Health Sciences Center,Oklahoma City,OK,73117-1221,1,,,,,786.0,6,,,,,,,,,,,,,,,
2832,Oklahoma Panhandle State University,Goodwell,OK,73939-0430,1,,,6196.0,6196.0,1020.0,6,,,,,,,,1.0,,,,,,,
2833,Oklahoma State University-Main Campus,Stillwater,OK,74078-1015,1,0.7428,1206.0,8738.0,23776.0,20743.0,6,,,,,,,,2.0,,,,,,,
2834,Oklahoma State University-Oklahoma City,Oklahoma City,OK,73107-6195,1,,,3836.0,10574.0,5334.0,6,,,,,,,,1.0,,,,,,,
2835,Oklahoma Baptist University,Shawnee,OK,74804,2,0.6472,1126.0,26840.0,26840.0,1852.0,6,,,,,,,,2.0,,,,,,,
2836,Oklahoma City Community College,Oklahoma City,OK,73159-9987,1,,,3909.0,9442.0,11203.0,6,,,,,,,,1.0,,,,,,,0.023
2837,Oklahoma City University,Oklahoma City,OK,73106-1402,2,0.717,1219.0,30726.0,30726.0,1692.0,6,,,,,,,,2.0,,,,,,,
2838,University of Oklahoma-Norman Campus,Norman,OK,73019-3072,1,0.74,1254.0,11538.0,26919.0,21536.0,6,,,,,,,,2.0,,,,,,,
2839,Oklahoma State University Institute of Technology,Okmulgee,OK,74447-3901,1,,,5250.0,10860.0,2210.0,6,,,,,,,,1.0,,,,,,,
2840,Oral Roberts University,Tulsa,OK,74171,2,0.9334,1133.0,26792.0,26792.0,3068.0,6,,,,,,,,2.0,,,,,,,
2841,Platt College-OKC-Ann Arbor,Oklahoma City,OK,73128-1112,3,,,,,280.0,6,,,,,,,,1.0,,,,,,,0.4815
2842,Rogers State University,Claremore,OK,74017-3252,1,,,6870.0,15210.0,3216.0,6,,,,,,,,1.0,,,,,,,
2843,Rose State College,Midwest City,OK,73110-2799,1,,,4124.0,10501.0,5982.0,6,,,,,,,,1.0,,,,,,,0.0806
2844,Jenks Beauty College,Jenks,OK,74037,3,,,,,28.0,6,,,,,,,,1.0,,,,,,,0.087
2845,University of Science and Arts of Oklahoma,Chickasha,OK,73018-5322,1,0.5214,1063.0,7200.0,17550.0,852.0,6,,,,,,,,2.0,,,,,,,
2846,Seminole State College,Seminole,OK,74868-1901,1,,,4440.0,10380.0,1307.0,6,,,,,,,,1.0,,,,,,,0.2816
2847,Southern School of Beauty Inc,Durant,OK,74701-5008,3,,,,,24.0,6,,,,,,,,1.0,,,,,,,0.9333
2848,Southeastern Oklahoma State University,Durant,OK,74701-3347,1,0.724,1045.0,6750.0,15390.0,2937.0,6,,,,,,,,2.0,,,,,,,
2849,Southwestern Christian University,Bethany,OK,73008,2,0.7704,957.0,13880.0,13880.0,610.0,6,,,,,,,,2.0,,,,,,,
2850,Southwestern Oklahoma State University,Weatherford,OK,73096-3001,1,0.9197,1065.0,7005.0,13905.0,4358.0,6,,,,,,,,2.0,,,,,,,
2851,Tulsa Community College,Tulsa,OK,74135-6198,1,,,3221.0,8237.0,14413.0,6,,,,,,,,1.0,,,,,,,0.0675
2852,Tulsa Welding School-Tulsa,Tulsa,OK,74104,3,,,,,926.0,6,,,,,,,,1.0,,,,,,,0.4146
2853,University of Tulsa,Tulsa,OK,74104-3189,2,0.3895,1335.0,41509.0,41509.0,3316.0,6,,,,,,,,2.0,,,,,,,
2854,Virgil's Beauty College,Muskogee,OK,74401-6802,3,,,,,18.0,6,,,,,,,,1.0,,,,,,,0.125
2855,Indian Capital Technology Center-Tahlequah,Tahlequah,OK,74464,1,,,,,326.0,6,,,,,,,,1.0,,,,,,,0.9028
2856,Western Oklahoma State College,Altus,OK,73521-1397,1,,,3878.0,9027.0,1087.0,6,,,,,,,,1.0,,,,,,,0.1261
2857,Woodward Beauty College,Woodward,OK,73801,3,,,,,34.0,6,,,,,,,,1.0,,,,,,,0.6471
2858,High Plains Technology Center,Woodward,OK,73801,1,,,,,79.0,6,,,,,,,,1.0,,,,,,,0.5833
2859,Abdill Career College Inc,Medford,OR,97504-7137,3,,,,,20.0,8,,,,,,,,1.0,,,,,,,0.12
2860,Paul Mitchell the School-Portland,Portland,OR,97205,3,,,,,163.0,8,,,,,,,,1.0,,,,,,,0.0
2861,The Art Institute of Portland,Portland,OR,97209-2911,3,,,17410.0,17410.0,488.0,8,,,,,,,,1.0,,,,,,,
2862,Beau Monde College of Hair Design,Portland,OR,97232,3,,,,,0.0,8,,,,,,,,1.0,,,,,,,0.36
2863,Blue Mountain Community College,Pendleton,OR,97801,1,,,5998.0,15268.0,1358.0,8,,,,,,,,1.0,,,,,,,0.2347
2864,Central Oregon Community College,Bend,OR,97703,1,,,3699.0,9855.0,4813.0,8,,,,,,,,1.0,,,,,,,0.1099
2865,Chemeketa Community College,Salem,OR,97305,1,,,4500.0,11790.0,8474.0,8,,,,,,,,1.0,,,,,,,0.0612
2866,Clackamas Community College,Oregon City,OR,97045-8980,1,,,4614.0,12399.0,5591.0,8,,,,,,,,1.0,,,,,,,0.0911
2867,Clatsop Community College,Astoria,OR,97103,1,,,4014.0,7578.0,639.0,8,,,,,,,,1.0,,,,,,,0.1481
2868,College of Hair Design Careers,Salem,OR,97301-1952,3,,,,,69.0,8,,,,,,,,1.0,,,,,,,0.25
2869,Concorde Career College-Portland,Portland,OR,97232-4203,3,0.9431,,,,448.0,8,,,,,,,,2.0,,,,,,,0.7292
2870,Concordia University-Portland,Portland,OR,97211-6099,2,0.4864,1048.0,30270.0,30270.0,1353.0,8,,,,,,,,2.0,,,,,,,
2871,Sumner College,Portland,OR,97224,3,0.7647,,,,322.0,8,,,,,,,,2.0,,,,,,,0.2619
2872,East West College of the Healing Arts,Portland,OR,97232-0000,3,,,,,249.0,8,,,,,,,,1.0,,,,,,,
2873,Eastern Oregon University,La Grande,OR,97850,1,0.9773,1043.0,8362.0,19682.0,2526.0,8,,,,,,,,2.0,,,,,,,
2874,Phagans School of Hair Design-Portland,Portland,OR,97232,3,,,,,96.0,8,,,,,,,,1.0,,,,,,,0.4872
2875,New Hope Christian College-Eugene,Eugene,OR,97405,2,0.8182,,14830.0,14830.0,85.0,8,,,,,,,,2.0,,,,,,,
2876,George Fox University,Newberg,OR,97132,2,0.8189,1167.0,35016.0,35016.0,2678.0,8,,,,,,,,2.0,,,,,,,
2877,Phagans Grants Pass College of Beauty,Grants Pass,OR,97526,3,,,,,36.0,8,,,,,,,,1.0,,,,,,,0.3529
2878,Lane Community College,Eugene,OR,97405-0640,1,,,4650.0,10068.0,6833.0,8,,,,,,,,1.0,,,,,,,0.0486
2879,Lewis & Clark College,Portland,OR,97219-7899,2,0.7137,1330.0,46988.0,46988.0,2021.0,8,,,,,,,,2.0,,,,,,,
2880,Linfield College-McMinnville Campus,McMinnville,OR,97128-6894,2,0.8077,1126.0,41682.0,41682.0,1503.0,8,,,,,,,,2.0,,,,,,,
2881,Linn-Benton Community College,Albany,OR,97321,1,,,4731.0,10538.0,5723.0,8,,,,,,,,1.0,,,,,,,0.1168
2882,Northwest College-Beaverton,Beaverton,OR,97005,3,,,,,74.0,8,,,,,,,,1.0,,,,,,,0.0769
2883,Marylhurst University,Marylhurst,OR,97036-0261,2,,,,,324.0,8,,,,,,,,,,,,,,,
2884,Phagans Medford Beauty School,Medford,OR,97504,3,,,,,49.0,8,,,,,,,,1.0,,,,,,,0.3171
2885,Northwest College-Clackamas,Happy Valley,OR,97086,3,,,,,50.0,8,,,,,,,,1.0,,,,,,,0.2041
2886,Mount Angel Seminary,Saint Benedict,OR,97373-0505,2,0.7778,,21404.0,21404.0,53.0,8,,,,,,,,2.0,,,,,,,
2887,Mt Hood Community College,Gresham,OR,97030,1,,,5126.0,10031.0,7168.0,8,,,,,,,,1.0,,,,,,,0.1657
2888,Multnomah University,Portland,OR,97220,2,0.6507,,24680.0,24680.0,383.0,8,,,,,,,,2.0,,,,,,,
2889,National University of Natural Medicine,Portland,OR,97201-4848,2,,,,,38.0,8,,,,,,,,,,,,,,,
2890,Northwest Christian University,Eugene,OR,97401-3745,2,0.688,1028.0,28680.0,28680.0,571.0,8,,,,,,,,2.0,,,,,,,
2891,Oregon Health & Science University,Portland,OR,97239-3098,1,,,,,776.0,8,,,,,,,,,,,,,,,
2892,Oregon Institute of Technology,Klamath Falls,OR,97601-8801,1,0.6142,1141.0,9982.0,28367.0,3543.0,8,,,,,,,,2.0,,,,,,,
2893,Oregon College of Art and Craft,Portland,OR,97225,2,0.9737,,33200.0,33200.0,107.0,8,,,,,,,,2.0,,,,,,,
2894,Oregon State University,Corvallis,OR,97331,1,0.7884,1197.0,10797.0,29457.0,24921.0,8,,,,,,,,2.0,,,,,,,
2895,University of Oregon,Eugene,OR,97403,1,0.8281,1193.0,11931.0,34611.0,19163.0,8,,,,,,,,2.0,,,,,,,
2896,Pacific Northwest College of Art,Portland,OR,97209-3404,2,0.9474,,36440.0,36440.0,409.0,8,,,,,,,,2.0,,,,,,,
2897,Pacific University,Forest Grove,OR,97116,2,0.8449,1180.0,42594.0,42594.0,1809.0,8,,,,,,,,2.0,,,,,,,
2898,Phagans Beauty College,Corvallis,OR,97333,3,,,,,59.0,8,,,,,,,,1.0,,,,,,,0.2955
2899,Phagans Central Oregon Beauty College,Bend,OR,97701,3,,,,,99.0,8,,,,,,,,1.0,,,,,,,0.3542
2900,Phagans School of Beauty,Salem,OR,97301,3,,,,,39.0,8,,,,,,,,1.0,,,,,,,0.3659
2901,Phagans School of Hair Design,Happy Valley,OR,97086,3,,,,,134.0,8,,,,,,,,1.0,,,,,,,0.4318
2902,Summit Salon Academy-Portland,Tigard,OR,97223,3,,,,,42.0,8,,,,,,,,1.0,,,,,,,0.7667
2903,Portland Community College,Portland,OR,97219-7132,1,,,4088.0,8840.0,25658.0,8,,,,,,,,1.0,,,,,,,0.0528
2904,Portland State University,Portland,OR,97201,1,0.9244,1105.0,8783.0,26130.0,18585.0,8,,,,,,,,2.0,,,,,,,
2905,University of Portland,Portland,OR,97203-5798,2,0.6954,1239.0,44026.0,44026.0,3851.0,8,,,,,,,,2.0,,,,,,,
2906,Reed College,Portland,OR,97202-8199,2,0.3563,1427.0,54200.0,54200.0,1415.0,8,,,,,,,,2.0,,,,,,,
2907,Rogue Community College,Grants Pass,OR,97527-9291,1,,,4344.0,5172.0,4230.0,8,,,,,,,,1.0,,,,,,,0.0439
2908,Roseburg Beauty College,Roseburg,OR,97470,3,,,,,20.0,8,,,,,,,,1.0,,,,,,,0.44
2909,Pioneer Pacific College,Wilsonville,OR,97070-9296,3,,,13338.0,13338.0,1036.0,8,,,,,,,,1.0,,,,,,,
2910,Southern Oregon University,Ashland,OR,97520,1,0.7848,1049.0,9287.0,24630.0,4399.0,8,,,,,,,,2.0,,,,,,,
2911,Southwestern Oregon Community College,Coos Bay,OR,97420-2193,1,,,5942.0,5942.0,1655.0,8,,,,,,,,1.0,,,,,,,0.2817
2912,Treasure Valley Community College,Ontario,OR,97914,1,,,5445.0,5895.0,1543.0,8,,,,,,,,1.0,,,,,,,0.1778
2913,Umpqua Community College,Roseburg,OR,97470-0226,1,,,4991.0,9515.0,999.0,8,,,,,,,,1.0,,,,,,,0.198
2914,Warner Pacific University,Portland,OR,97215,2,0.9532,,24500.0,24500.0,398.0,8,,,,,,,,2.0,,,,,,,
2915,Corban University,Salem,OR,97317-9392,2,0.3299,1145.0,31640.0,31640.0,963.0,8,,,,,,,,2.0,,,,,,,
2916,College of Cosmetology,Klamath Falls,OR,97601-3233,3,,,,,40.0,8,,,,,,,,1.0,,,,,,,0.0
2917,Western Seminary,Portland,OR,97215-3367,2,,,,,,8,,,,,,,,,,,,,,,
2918,Willamette University,Salem,OR,97301,2,0.8909,,48158.0,48158.0,1772.0,8,,,,,,,,2.0,,,,,,,
2919,Western Oregon University,Monmouth,OR,97361-1394,1,0.8059,,9198.0,25653.0,4747.0,8,,,,,,,,2.0,,,,,,,
2920,University of Western States,Portland,OR,97230-3099,2,,,,,14.0,8,,,,,,,,1.0,,,,,,,
2921,Jolie Hair and Beauty Academy-Hazleton,Hazleton,PA,18201,3,,,,,61.0,2,,,,,,,,1.0,,,,,,,0.4706
2922,Bryn Athyn College of the New Church,Bryn Athyn,PA,19009-0711,2,0.8755,1045.0,21126.0,21126.0,323.0,2,,,,,,,,2.0,,,,,,,
2923,Academy of Vocal Arts,Philadelphia,PA,19103-6685,2,,,,,,2,,,,,,,,,,,,,,,
2924,Albright College,Reading,PA,19612-5234,2,0.5004,,43454.0,43454.0,1999.0,2,,,,,,,,2.0,,,,,,,
2925,All-State Career School-Lester,Lester,PA,19029,3,,,,,306.0,2,,,,,,,,1.0,,,,,,,0.0315
2926,Community College of Allegheny County,Pittsburgh,PA,15233-1895,1,,,4198.0,10953.0,14804.0,2,,,,,,,,1.0,,,,,,,0.0546
2927,Allegheny College,Meadville,PA,16335-3902,2,0.6789,1238.0,45970.0,45970.0,1764.0,2,,,,,,,,2.0,,,,,,,
2928,The  Beauty Institute,Allentown,PA,18109-1629,3,,,,,28.0,2,,,,,,,,1.0,,,,,,,0.3765
2929,DeSales University,Center Valley,PA,18034-9568,2,0.7379,1137.0,35900.0,35900.0,2291.0,2,,,,,,,,2.0,,,,,,,
2930,Altoona Beauty School Inc,Altoona,PA,16602-6039,3,,,,,53.0,2,,,,,,,,1.0,,,,,,,0.0667
2931,Alvernia University,Reading,PA,19607-1799,2,0.7081,1052.0,33640.0,33640.0,2231.0,2,,,,,,,,2.0,,,,,,,
2932,The Beauty Institute-Ambler,Ambler,PA,19002,3,,,,,115.0,2,,,,,,,,1.0,,,,,,,0.3963
2933,American College of Financial Services,Bryn Mawr,PA,19010-2196,2,,,,,8354.0,2,,,,,,,,,,,,,,,
2934,Antonelli Institute,Erdenheim,PA,19038-8242,3,,,19890.0,19890.0,71.0,2,,,,,,,,1.0,,,,,,,0.7647
2935,The Art Institute of Philadelphia,Philadelphia,PA,19103-5198,3,,,17914.0,17914.0,842.0,2,,,,,,,,1.0,,,,,,,
2936,Career Training Academy-Lower Burrell,Lower Burrell,PA,15068,3,,,,,130.0,2,,,,,,,,1.0,,,,,,,0.5882
2937,The Art Institute of Pittsburgh,Pittsburgh,PA,15222,3,,,17626.0,17626.0,431.0,2,,,,,,,,1.0,,,,,,,
2938,Automotive Training Center-Exton,Exton,PA,19341-1310,3,,,,,304.0,2,,,,,,,,1.0,,,,,,,0.5357
2939,Clarks Summit University,South Abington Township,PA,18411-1250,2,0.5508,,23890.0,23890.0,498.0,2,,,,,,,,2.0,,,,,,,
2940,Community College of Beaver County,Monaca,PA,15061-2588,1,,,5880.0,16740.0,1769.0,2,,,,,,,,1.0,,,,,,,0.1388
2941,Arcadia University,Glenside,PA,19038-3295,2,0.6229,1160.0,42330.0,42330.0,2233.0,2,,,,,,,,2.0,,,,,,,
2942,Biblical Theological Seminary,Hatfield,PA,19440,2,,,,,,2,,,,,,,,,,,,,,,
2943,Bloomsburg University of Pennsylvania,Bloomsburg,PA,17815,1,0.7325,1063.0,10500.0,21980.0,8276.0,2,,,,,,,,2.0,,,,,,,
2944,Bradford School,Pittsburgh,PA,15219,3,0.9054,,15380.0,15380.0,352.0,2,,,,,,,,2.0,,,,,,,0.7943
2945,Bryn Mawr College,Bryn Mawr,PA,19010,2,0.3801,1415.0,50500.0,50500.0,1328.0,2,,,,,,,,2.0,,,,,,,
2946,Bucknell University,Lewisburg,PA,17837,2,0.3108,1353.0,53986.0,53986.0,3588.0,2,,,,,,,,2.0,,,,,,,
2947,Bucks County Community College,Newtown,PA,18940-4106,1,,,4418.0,11858.0,7010.0,2,,,,,,,,1.0,,,,,,,0.0481
2948,Bucks County School of Beauty Culture Inc,Feasterville,PA,19053-7368,3,,,,,72.0,2,,,,,,,,1.0,,,,,,,0.383
2949,Butler Beauty Academy,Butler,PA,16001,3,,,,,20.0,2,,,,,,,,1.0,,,,,,,0.88
2950,Butler County Community College,Butler,PA,16002,1,,,4800.0,10800.0,2803.0,2,,,,,,,,1.0,,,,,,,0.1218
2951,Cabrini University,Radnor,PA,19087-3698,2,0.7321,1073.0,31350.0,31350.0,1536.0,2,,,,,,,,2.0,,,,,,,
2952,California University of Pennsylvania,California,PA,15419-1394,1,0.961,1005.0,10840.0,15326.0,5435.0,2,,,,,,,,2.0,,,,,,,
2953,Carlow University,Pittsburgh,PA,15213-3165,2,0.9164,1005.0,28596.0,28596.0,1339.0,2,,,,,,,,2.0,,,,,,,
2954,Carnegie Mellon University,Pittsburgh,PA,15213-3890,2,0.222,1506.0,53910.0,53910.0,6434.0,2,,,,,,,,2.0,,,,,,,
2955,Cedar Crest College,Allentown,PA,18104-6196,2,0.6333,1069.0,38092.0,38092.0,1413.0,2,,,,,,,,2.0,,,,,,,
2956,Central Penn College,Summerdale,PA,17093-0309,3,0.789,,18174.0,18174.0,1188.0,2,,,,,,,,2.0,,,,,,,
2957,Chatham University,Pittsburgh,PA,15232,2,0.5455,,36510.0,36510.0,981.0,2,,,,,,,,2.0,,,,,,,
2958,Chestnut Hill College,Philadelphia,PA,19118-2693,2,0.9572,1060.0,35180.0,35180.0,1317.0,2,,,,,,,,2.0,,,,,,,
2959,Cheyney University of Pennsylvania,Cheyney,PA,19319-0200,1,,,12104.0,18386.0,722.0,2,,,,,,,,1.0,,,,,,,
2960,Brightwood Career Institute-Philadelphia Mills,Philadelphia,PA,19154,3,,,,,586.0,2,,,,,,,,1.0,,,,,,,0.3741
2961,Citizens School of Nursing,New Kensington,PA,15068-6525,2,0.0,,,,158.0,2,,,,,,,,2.0,,,,,,,
2962,Clarion University of Pennsylvania,Clarion,PA,16214,1,0.9549,1024.0,10890.0,15636.0,4214.0,2,,,,,,,,2.0,,,,,,,
2963,DLP Conemaugh Memorial Medical Center,Johnstown,PA,15905-4398,3,0.8913,,,,228.0,2,,,,,,,,2.0,,,,,,,0.775
2964,Consolidated School of Business-York,York,PA,17404,3,,,,,114.0,2,,,,,,,,1.0,,,,,,,0.551
2965,Curtis Institute of Music,Philadelphia,PA,19103,2,0.033,,2675.0,2675.0,131.0,2,,,,,,,,2.0,,,,,,,
2966,Dean Institute of Technology,Pittsburgh,PA,15226-1197,3,,,14550.0,14550.0,151.0,2,,,,,,,,1.0,,,,,,,0.8627
2967,Delaware County Community College,Media,PA,19063-1094,1,,,5291.0,12830.0,11030.0,2,,,,,,,,1.0,,,,,,,0.0554
2968,Delaware Valley University,Doylestown,PA,18901-2697,2,0.664,1070.0,38000.0,38000.0,1908.0,2,,,,,,,,2.0,,,,,,,
2969,Dickinson College,Carlisle,PA,17013-2896,2,0.4871,,52955.0,52955.0,2339.0,2,,,,,,,,2.0,,,,,,,
2970,Pennsylvania State University-Dickinson Law,Carlisle,PA,17013-2861,1,,,,,,2,,,,,,,,,,,,,,,
2971,Douglas Education Center,Monessen,PA,15062,3,,,16029.0,16029.0,229.0,2,,,,,,,,1.0,,,,,,,0.9672
2972,Drexel University,Philadelphia,PA,19104,2,0.7904,1269.0,52002.0,52002.0,15335.0,2,,,,,,,,2.0,,,,,,,
2973,Duquesne University,Pittsburgh,PA,15282,2,0.717,1221.0,36394.0,36394.0,5930.0,2,,,,,,,,2.0,,,,,,,
2974,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,18301-2999,1,0.8356,1018.0,10098.0,21778.0,5972.0,2,,,,,,,,2.0,,,,,,,
2975,Eastern University,Saint Davids,PA,19087-3696,2,0.6561,1106.0,32145.0,32145.0,1837.0,2,,,,,,,,2.0,,,,,,,
2976,Edinboro University of Pennsylvania,Edinboro,PA,16444-0001,1,0.9253,1029.0,10282.0,14668.0,4229.0,2,,,,,,,,2.0,,,,,,,
2977,Elizabethtown College,Elizabethtown,PA,17022-2298,2,0.7402,1181.0,45350.0,45350.0,1647.0,2,,,,,,,,2.0,,,,,,,
2978,Empire Beauty School-Lebanon,Lebanon,PA,17042,3,,,,,41.0,2,,,,,,,,1.0,,,,,,,0.0
2979,Empire Beauty School-York,York,PA,17402,3,,,,,84.0,2,,,,,,,,1.0,,,,,,,0.0
2980,Empire Beauty School-Lancaster,Lancaster,PA,17603,3,,,,,78.0,2,,,,,,,,1.0,,,,,,,0.0
2981,Empire Beauty School-Shamokin Dam,Shamokin Dam,PA,17876,3,,,,,46.0,2,,,,,,,,1.0,,,,,,,0.0
2982,Empire Beauty School-Pottsville,Pottsville,PA,17901,3,,,,,52.0,2,,,,,,,,1.0,,,,,,,0.0
2983,Empire Beauty  School-Lehigh Valley,Whitehall,PA,18052,3,,,,,103.0,2,,,,,,,,1.0,,,,,,,0.0
2984,Empire Beauty School-Gwinnett,Lawrenceville,GA,30044-3045,3,,,,,129.0,5,,,,,,,,1.0,,,,,,,0.0465
2985,Empire Beauty School-Wyoming Valley,Moosic,PA,18507,3,,,,,141.0,2,,,,,,,,1.0,,,,,,,0.0
2986,Empire Beauty School-Warminster,Warminster,PA,18974,3,,,,,28.0,2,,,,,,,,1.0,,,,,,,0.0
2987,Empire Beauty School-Harrisburg,Harrisburg,PA,17109,3,,,,,123.0,2,,,,,,,,1.0,,,,,,,0.0
2988,Empire Beauty School-Reading,Reading,PA,19605,3,,,,,119.0,2,,,,,,,,1.0,,,,,,,0.0364
2989,Erie Institute of Technology Inc,Erie,PA,16565,3,,,13770.0,13770.0,295.0,2,,,,,,,,1.0,,,,,,,0.65
2990,Evangelical Theological Seminary,Myerstown,PA,17067-1222,2,,,,,,2,,,,,,,,,,,,,,,
2991,Faith Theological Seminary,Baltimore,MD,21212-2624,2,1.0,,5870.0,5870.0,66.0,2,,,,,,,,2.0,,,,,,,
2992,Aria Health School of Nursing,Trevose,PA,19053-6939,2,,,18585.0,18585.0,200.0,2,,,,,,,,2.0,,,,,,,1.0
2993,Franklin and Marshall College,Lancaster,PA,17604-3003,2,0.3411,,54380.0,54380.0,2269.0,2,,,,,,,,2.0,,,,,,,
2994,Gannon University,Erie,PA,16541-0001,2,0.799,1119.0,30932.0,30932.0,2616.0,2,,,,,,,,2.0,,,,,,,
2995,Geneva College,Beaver Falls,PA,15010-3599,2,0.6901,1110.0,26070.0,26070.0,1330.0,2,,,,,,,,2.0,,,,,,,
2996,Gettysburg College,Gettysburg,PA,17325,2,0.458,,52640.0,52640.0,2411.0,2,,,,,,,,2.0,,,,,,,
2997,Empire Beauty School-NE Philadelphia,Philadelphia,PA,19154,3,,,,,144.0,2,,,,,,,,1.0,,,,,,,0.0
2998,Gratz College,Melrose Park,PA,19027-3010,2,,,,,47.0,2,,,,,,,,,,,,,,,
